,value.AgeGroup,value.Subject,value.StudyNo,value.PrimeInstruction,value.totalitems,value.correctitems,value.wrongitems,value.targetacc,value.rtrials,value.ptrials,value.btrials,value.utrials,value.rcorrecttrials,value.pcorrecttrials,value.bcorrecttrials,value.ucorrecttrials,value.racc,value.pacc,value.bacc,value.uacc,value.rmcq,value.pmcq,value.bmcq,value.umcq,value.r_know,value.r_dontknow,value.r_other,value.r_TOT,value.p_know,value.p_dontknow,value.p_other,value.p_TOT,value.b_know,value.b_dontknow,value.b_other,value.b_TOT,value.u_know,value.u_dontknow,value.u_other,value.u_TOT,value.correct_r,value.correct_p,value.correct_b,value.correct_u,value.wrong_r,value.wrong_p,value.wrong_b,value.wrong_u,value.wrong_r_r,value.wrong_r_p,value.wrong_r_b,value.wrong_r_u,value.wrong_r_x,value.wrong_p_r,value.wrong_p_p,value.wrong_p_b,value.wrong_p_u,value.wrong_p_x,value.wrong_b_r,value.wrong_b_p,value.wrong_b_b,value.wrong_b_u,value.wrong_b_x,value.wrong_u_r,value.wrong_u_p,value.wrong_u_b,value.wrong_u_u,value.wrong_u_x,value.prop_r_r,value.prop_r_p,value.prop_r_b,value.prop_r_u,value.prop_r_x,value.prop_p_r,value.prop_p_p,value.prop_p_b,value.prop_p_u,value.prop_p_x,value.prop_b_r,value.prop_b_p,value.prop_b_b,value.prop_b_u,value.prop_b_x,value.prop_u_r,value.prop_u_p,value.prop_u_b,value.prop_u_u,value.prop_u_x,value.know,value.dontknow,value.other,value.TOT,visible,condTOTprop,num_r_TOT,num_p_TOT,num_b_TOT,num_u_TOT,condpropTOT_r,condpropTOT_p,condpropTOT_b,condpropTOT_u,know_r_percent,know_p_percent,know_b_percent,know_u_percent,dontknow_r_percent,dontknow_p_percent,dontknow_b_percent,dontknow_u_percent,other_r_percent,other_p_percent,other_b_percent,other_u_percent,TOT_r_percent,TOT_p_percent,TOT_b_percent,TOT_u_percent,r_know_new,r_dontknow_new,r_other_new,r_TOT_new,p_know_new,p_dontknow_new,p_other_new,p_TOT_new,b_know_new,b_dontknow_new,b_other_new,b_TOT_new,u_know_new,u_dontknow_new,u_other_new,u_TOT_new
172,Young,39,1,NoInstruction,100,8,92,0.08,25,25,25,25,1,0,4,3,0.04,0,0.16,0.12,0.36,0.44,0.68,0.52,15,8,0,2,8,7,2,8,6,10,1,8,10,9,1,5,9,11,17,13,16,14,8,12,11,1,4,0,0,6,0,8,0,0,4,0,4,0,0,4,2,6,0,0,0.6875,0.0625,0.25,0,0,0.428571429,0,0.571428571,0,0,0.5,0,0.5,0,0,0.333333333,0.166666667,0.5,0,0,39,34,4,23,FALSE,0.37704918,2,8,8,5,0.2,0.470588235,0.421052632,0.333333333,0.384615385,0.205128205,0.153846154,0.256410256,0.235294118,0.205882353,0.294117647,0.264705882,0,0.5,0.25,0.25,0.086956522,0.347826087,0.347826087,0.217391304,0.6,0.32,0,0.08,0.32,0.28,0.08,0.32,0.24,0.4,0.04,0.32,0.4,0.36,0.04,0.2
173,Young,40,1,NoInstruction,100,20,81,0.2,25,25,25,25,4,5,6,5,0.16,0.2,0.24,0.2,0.64,0.72,0.52,0.64,15,5,2,3,11,3,1,10,17,4,0,4,9,6,1,9,16,18,13,16,9,7,12,9,6,0,3,0,0,4,0,3,0,0,7,1,4,0,0,6,0,3,0,0,0.666666667,0,0.333333333,0,0,0.571428571,0,0.428571429,0,0,0.583333333,0.083333333,0.333333333,0,0,0.666666667,0,0.333333333,0,0,52,18,4,26,FALSE,0.541666667,3,10,4,9,0.3,0.714285714,0.5,0.5625,0.288461538,0.211538462,0.326923077,0.173076923,0.277777778,0.166666667,0.222222222,0.333333333,0.5,0.25,0,0.25,0.115384615,0.384615385,0.153846154,0.346153846,0.6,0.2,0.08,0.12,0.44,0.12,0.04,0.4,0.68,0.16,0,0.16,0.36,0.24,0.04,0.36
174,Young,41,1,NoInstruction,100,23,77,0.23,25,25,25,25,5,6,5,7,0.2,0.24,0.2,0.28,0.68,0.84,0.76,0.64,6,11,6,2,5,11,7,2,6,7,11,1,5,10,6,4,17,21,19,16,8,4,6,9,4,0,2,2,0,1,0,3,0,0,4,0,2,0,0,7,0,2,0,0,0.5,0,0.25,0.25,0,0.25,0,0.75,0,0,0.666666667,0,0.333333333,0,0,0.777777778,0,0.222222222,0,0,22,39,30,9,FALSE,0.115384615,2,2,1,4,0.105263158,0.1,0.052631579,0.2,0.272727273,0.227272727,0.272727273,0.227272727,0.282051282,0.282051282,0.179487179,0.256410256,0.2,0.233333333,0.366666667,0.2,0.222222222,0.222222222,0.111111111,0.444444444,0.24,0.44,0.24,0.08,0.2,0.44,0.28,0.08,0.24,0.28,0.44,0.04,0.2,0.4,0.24,0.16
175,Young,42,1,NoInstruction,100,26,74,0.26,25,25,25,25,9,7,5,5,0.36,0.28,0.2,0.2,0.8,0.72,0.76,0.88,13,5,5,2,13,7,1,4,12,6,2,5,7,10,3,5,20,18,19,22,5,7,6,3,3,0,2,0,0,2,1,4,0,0,5,0,0,1,0,2,0,1,0,0,0.6,0,0.4,0,0,0.285714286,0.142857143,0.571428571,0,0,0.833333333,0,0,0.166666667,0,0.666666667,0,0.333333333,0,0,45,28,11,16,FALSE,0.290909091,2,4,5,5,0.166666667,0.333333333,0.384615385,0.277777778,0.288888889,0.288888889,0.266666667,0.155555556,0.178571429,0.25,0.214285714,0.357142857,0.454545455,0.090909091,0.181818182,0.272727273,0.125,0.25,0.3125,0.3125,0.52,0.2,0.2,0.08,0.52,0.28,0.04,0.16,0.48,0.24,0.08,0.2,0.28,0.4,0.12,0.2
176,Young,43,1,NoInstruction,100,30,70,0.3,25,25,25,25,10,9,7,4,0.4,0.36,0.28,0.16,0.72,0.72,0.64,0.68,20,4,0,1,12,6,3,4,12,6,3,4,9,9,3,4,18,18,16,17,7,7,9,8,6,0,1,0,0,5,0,2,0,0,3,0,6,0,0,4,1,2,1,0,0.857142857,0,0.142857143,0,0,0.714285714,0,0.285714286,0,0,0.333333333,0,0.666666667,0,0,0.5,0.125,0.25,0.125,0,53,25,9,13,FALSE,0.276595745,1,4,4,4,0.2,0.307692308,0.307692308,0.25,0.377358491,0.226415094,0.226415094,0.169811321,0.16,0.24,0.24,0.36,0,0.333333333,0.333333333,0.333333333,0.076923077,0.307692308,0.307692308,0.307692308,0.8,0.16,0,0.04,0.48,0.24,0.12,0.16,0.48,0.24,0.12,0.16,0.36,0.36,0.12,0.16
177,Young,44,1,NoInstruction,100,17,83,0.17,25,25,25,25,2,4,6,5,0.08,0.16,0.24,0.2,0.48,0.56,0.52,0.72,8,5,11,1,9,7,6,3,11,6,6,2,8,9,1,7,12,14,13,18,13,11,12,7,10,0,3,0,0,8,1,2,0,0,6,0,6,0,0,6,0,1,0,0,0.769230769,0,0.230769231,0,0,0.727272727,0.090909091,0.181818182,0,0,0.5,0,0.5,0,0,0.857142857,0,0.142857143,0,0,36,27,24,13,FALSE,0.203125,1,3,2,7,0.058823529,0.1875,0.142857143,0.411764706,0.222222222,0.25,0.305555556,0.222222222,0.185185185,0.259259259,0.222222222,0.333333333,0.458333333,0.25,0.25,0.041666667,0.076923077,0.230769231,0.153846154,0.538461538,0.32,0.2,0.44,0.04,0.36,0.28,0.24,0.12,0.44,0.24,0.24,0.08,0.32,0.36,0.04,0.28
87,Young,59,2,NoInstruction,100,27,73,0.27,25,25,25,25,7,9,8,3,0.28,0.36,0.32,0.12,0.72,0.96,0.72,0.76,17,7,1,0,17,5,0,3,14,7,1,3,13,11,0,1,18,24,18,19,7,1,7,6,4,0,3,0,0,1,0,0,0,0,3,3,1,0,0,2,0,4,0,0,0.571428571,0,0.428571429,0,0,1,0,0,0,0,0.428571429,0.428571429,0.142857143,0,0,0.333333333,0,0.666666667,0,0,61,30,2,7,FALSE,0.179487179,0,3,3,1,0,0.375,0.272727273,0.083333333,0.278688525,0.278688525,0.229508197,0.213114754,0.233333333,0.166666667,0.233333333,0.366666667,0.5,0,0.5,0,0,0.428571429,0.428571429,0.142857143,0.68,0.28,0.04,0,0.68,0.2,0,0.12,0.56,0.28,0.04,0.12,0.52,0.44,0,0.04
96,Young,60,2,NoInstruction,100,16,84,0.16,25,25,25,25,2,5,4,5,0.08,0.2,0.16,0.2,0.6,0.8,0.56,0.68,19,3,2,1,11,2,7,5,18,4,2,1,9,9,3,4,15,20,14,17,10,5,11,8,9,0,1,0,0,3,0,2,0,0,5,1,5,0,0,4,0,4,0,0,0.9,0,0.1,0,0,0.6,0,0.4,0,0,0.454545455,0.090909091,0.454545455,0,0,0.5,0,0.5,0,0,57,18,14,11,FALSE,0.255813953,1,5,1,4,0.166666667,0.357142857,0.142857143,0.25,0.333333333,0.192982456,0.315789474,0.157894737,0.166666667,0.111111111,0.222222222,0.5,0.142857143,0.5,0.142857143,0.214285714,0.090909091,0.454545455,0.090909091,0.363636364,0.76,0.12,0.08,0.04,0.44,0.08,0.28,0.2,0.72,0.16,0.08,0.04,0.36,0.36,0.12,0.16
69,Young,61,2,NoInstruction,100,30,70,0.3,25,25,25,25,5,10,6,9,0.2,0.4,0.24,0.36,0.6,0.84,0.8,0.68,6,7,11,1,12,4,7,2,8,4,8,5,15,2,6,2,15,21,20,17,10,4,5,8,6,0,3,0,1,2,0,2,0,0,3,0,2,0,0,3,1,3,0,1,0.6,0,0.3,0,0.1,0.5,0,0.5,0,0,0.6,0,0.4,0,0,0.375,0.125,0.375,0,0.125,41,17,32,10,FALSE,0.169491525,1,2,5,2,0.052631579,0.153846154,0.294117647,0.2,0.146341463,0.292682927,0.195121951,0.365853659,0.411764706,0.235294118,0.235294118,0.117647059,0.34375,0.21875,0.25,0.1875,0.1,0.2,0.5,0.2,0.24,0.28,0.44,0.04,0.48,0.16,0.28,0.08,0.32,0.16,0.32,0.2,0.6,0.08,0.24,0.08
78,Young,62,2,NoInstruction,100,47,53,0.47,25,25,25,25,12,13,13,9,0.48,0.52,0.52,0.36,0.88,0.92,0.96,0.84,16,2,0,7,23,0,0,2,14,1,0,10,14,1,0,10,22,23,24,21,3,2,1,4,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,0.333333333,0,0.666666667,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0,0,0.25,0,67,4,0,29,FALSE,0.878787879,7,2,10,10,0.777777778,1,0.909090909,0.909090909,0.23880597,0.343283582,0.208955224,0.208955224,0.5,0,0.25,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24137931,0.068965517,0.344827586,0.344827586,0.64,0.08,0,0.28,0.92,0,0,0.08,0.56,0.04,0,0.4,0.56,0.04,0,0.4
88,Young,63,2,NoInstruction,100,32,68,0.32,25,25,25,25,13,8,9,2,0.52,0.32,0.36,0.08,0.68,0.84,0.88,0.64,15,3,5,2,8,8,6,3,10,8,4,3,3,11,10,1,17,21,22,16,8,4,3,9,4,0,4,0,0,3,1,0,0,0,0,0,3,0,0,6,1,2,0,0,0.5,0,0.5,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0.666666667,0.111111111,0.222222222,0,0,36,30,25,9,FALSE,0.140625,2,3,3,1,0.2,0.176470588,0.2,0.045454545,0.416666667,0.222222222,0.277777778,0.083333333,0.1,0.266666667,0.266666667,0.366666667,0.2,0.24,0.16,0.4,0.222222222,0.333333333,0.333333333,0.111111111,0.6,0.12,0.2,0.08,0.32,0.32,0.24,0.12,0.4,0.32,0.16,0.12,0.12,0.44,0.4,0.04
97,Young,64,2,NoInstruction,100,55,45,0.55,25,25,25,25,11,14,15,15,0.44,0.56,0.6,0.6,0.84,1,0.92,0.88,17,0,5,3,17,1,6,1,17,0,7,1,15,4,5,1,21,25,23,22,4,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0.333333333,0,0.666666667,0,0,66,5,23,6,FALSE,0.176470588,3,1,1,1,0.375,0.125,0.125,0.1,0.257575758,0.257575758,0.257575758,0.227272727,0,0.2,0,0.8,0.217391304,0.260869565,0.304347826,0.217391304,0.5,0.166666667,0.166666667,0.166666667,0.68,0,0.2,0.12,0.68,0.04,0.24,0.04,0.68,0,0.28,0.04,0.6,0.16,0.2,0.04
70,Young,65,2,NoInstruction,100,26,74,0.26,25,25,25,25,3,13,3,7,0.12,0.52,0.12,0.28,0.64,0.84,0.72,0.72,12,4,5,4,15,3,0,7,12,3,4,6,11,4,1,9,16,21,18,18,9,4,7,7,8,0,1,0,0,2,1,1,0,0,5,0,2,0,0,5,0,2,0,0,0.888888889,0,0.111111111,0,0,0.5,0.25,0.25,0,0,0.714285714,0,0.285714286,0,0,0.714285714,0,0.285714286,0,0,50,14,10,26,FALSE,0.52,4,7,6,9,0.307692308,0.7,0.461538462,0.642857143,0.24,0.3,0.24,0.22,0.285714286,0.214285714,0.214285714,0.285714286,0.5,0,0.4,0.1,0.153846154,0.269230769,0.230769231,0.346153846,0.48,0.16,0.2,0.16,0.6,0.12,0,0.28,0.48,0.12,0.16,0.24,0.44,0.16,0.04,0.36
79,Young,66,2,NoInstruction,100,19,81,0.19,25,25,25,25,5,8,2,4,0.2,0.32,0.08,0.16,0.64,0.56,0.56,0.64,5,6,9,5,11,5,6,3,3,6,16,0,3,5,14,3,16,14,14,16,9,11,11,9,2,0,7,0,0,7,1,3,0,0,5,2,4,0,0,6,0,3,0,0,0.222222222,0,0.777777778,0,0,0.636363636,0.090909091,0.272727273,0,0,0.454545455,0.181818182,0.363636364,0,0,0.666666667,0,0.333333333,0,0,22,22,45,11,FALSE,0.141025641,5,3,0,3,0.25,0.214285714,0,0.136363636,0.227272727,0.5,0.136363636,0.136363636,0.272727273,0.227272727,0.272727273,0.227272727,0.2,0.133333333,0.355555556,0.311111111,0.454545455,0.272727273,0,0.272727273,0.2,0.24,0.36,0.2,0.44,0.2,0.24,0.12,0.12,0.24,0.64,0,0.12,0.2,0.56,0.12
89,Young,67,2,NoInstruction,100,16,84,0.16,25,25,25,25,3,2,8,3,0.12,0.08,0.32,0.12,0.56,0.6,0.44,0.68,4,12,7,2,1,13,9,2,2,14,8,1,2,15,6,2,14,15,11,17,11,10,14,8,7,1,3,0,0,7,0,3,0,0,4,0,10,0,0,6,0,2,0,0,0.636363636,0.090909091,0.272727273,0,0,0.7,0,0.3,0,0,0.285714286,0,0.714285714,0,0,0.75,0,0.25,0,0,9,54,30,7,FALSE,0.076923077,2,2,1,2,0.095238095,0.083333333,0.043478261,0.086956522,0.444444444,0.111111111,0.222222222,0.222222222,0.222222222,0.240740741,0.259259259,0.277777778,0.233333333,0.3,0.266666667,0.2,0.285714286,0.285714286,0.142857143,0.285714286,0.16,0.48,0.28,0.08,0.04,0.52,0.36,0.08,0.08,0.56,0.32,0.04,0.08,0.6,0.24,0.08
98,Young,68,2,NoInstruction,100,9,91,0.09,25,25,25,25,0,1,5,3,0,0.04,0.2,0.12,0.44,0.4,0.56,0.76,3,9,8,5,2,12,7,4,5,11,6,3,4,11,6,4,11,10,14,19,14,15,11,6,7,0,7,0,0,9,2,4,0,0,6,0,5,0,0,3,0,3,0,0,0.5,0,0.5,0,0,0.6,0.133333333,0.266666667,0,0,0.545454545,0,0.454545455,0,0,0.5,0,0.5,0,0,14,43,27,16,FALSE,0.186046512,5,4,3,4,0.227272727,0.173913043,0.15,0.19047619,0.214285714,0.142857143,0.357142857,0.285714286,0.209302326,0.279069767,0.255813953,0.255813953,0.296296296,0.259259259,0.222222222,0.222222222,0.3125,0.25,0.1875,0.25,0.12,0.36,0.32,0.2,0.08,0.48,0.28,0.16,0.2,0.44,0.24,0.12,0.16,0.44,0.24,0.16
71,Young,69,2,NoInstruction,100,28,72,0.28,25,25,25,25,2,14,3,9,0.08,0.56,0.12,0.36,0.8,0.88,0.88,0.8,3,17,4,1,13,9,1,2,9,9,5,2,9,9,7,0,20,22,22,20,5,3,3,5,2,0,3,0,0,0,0,3,0,0,1,1,1,0,0,2,0,3,0,0,0.4,0,0.6,0,0,0,0,1,0,0,0.333333333,0.333333333,0.333333333,0,0,0.4,0,0.6,0,0,34,44,17,5,FALSE,0.075757576,1,2,2,0,0.045454545,0.166666667,0.125,0,0.088235294,0.382352941,0.264705882,0.264705882,0.386363636,0.204545455,0.204545455,0.204545455,0.235294118,0.058823529,0.294117647,0.411764706,0.2,0.4,0.4,0,0.12,0.68,0.16,0.04,0.52,0.36,0.04,0.08,0.36,0.36,0.2,0.08,0.36,0.36,0.28,0
80,Young,70,2,NoInstruction,100,39,61,0.39,25,25,25,25,9,16,8,6,0.36,0.64,0.32,0.24,0.84,0.72,0.84,0.8,16,1,5,3,18,2,1,4,16,5,2,2,12,6,4,3,21,18,21,20,4,7,4,5,2,0,2,0,0,3,0,4,0,0,1,0,3,0,0,3,0,2,0,0,0.5,0,0.5,0,0,0.428571429,0,0.571428571,0,0,0.25,0,0.75,0,0,0.6,0,0.4,0,0,62,14,12,12,FALSE,0.315789474,3,4,2,3,0.333333333,0.571428571,0.222222222,0.230769231,0.258064516,0.290322581,0.258064516,0.193548387,0.071428571,0.142857143,0.357142857,0.428571429,0.416666667,0.083333333,0.166666667,0.333333333,0.25,0.333333333,0.166666667,0.25,0.64,0.04,0.2,0.12,0.72,0.08,0.04,0.16,0.64,0.2,0.08,0.08,0.48,0.24,0.16,0.12
90,Young,71,2,NoInstruction,100,17,83,0.17,25,25,25,25,9,4,2,2,0.36,0.16,0.08,0.08,0.56,0.84,0.6,0.76,18,3,4,0,15,4,5,1,12,8,4,1,6,9,9,1,14,21,15,19,11,4,10,6,7,1,3,0,0,1,1,2,0,0,1,0,9,0,0,3,0,3,0,0,0.636363636,0.090909091,0.272727273,0,0,0.25,0.25,0.5,0,0,0.1,0,0.9,0,0,0.5,0,0.5,0,0,51,24,22,3,FALSE,0.06122449,0,1,1,1,0,0.1,0.076923077,0.052631579,0.352941176,0.294117647,0.235294118,0.117647059,0.125,0.166666667,0.333333333,0.375,0.181818182,0.227272727,0.181818182,0.409090909,0,0.333333333,0.333333333,0.333333333,0.72,0.12,0.16,0,0.6,0.16,0.2,0.04,0.48,0.32,0.16,0.04,0.24,0.36,0.36,0.04
99,Young,72,2,NoInstruction,100,17,83,0.17,25,25,25,25,1,5,6,5,0.04,0.2,0.24,0.2,0.6,0.64,0.44,0.64,7,4,14,0,8,6,8,3,14,6,5,0,5,8,9,3,15,16,11,16,10,9,14,9,7,0,3,0,0,5,0,4,0,0,9,1,4,0,0,3,1,5,0,0,0.7,0,0.3,0,0,0.555555556,0,0.444444444,0,0,0.642857143,0.071428571,0.285714286,0,0,0.333333333,0.111111111,0.555555556,0,0,34,24,36,6,FALSE,0.090909091,0,3,0,3,0,0.176470588,0,0.15,0.205882353,0.235294118,0.411764706,0.147058824,0.166666667,0.25,0.25,0.333333333,0.388888889,0.222222222,0.138888889,0.25,0,0.5,0,0.5,0.28,0.16,0.56,0,0.32,0.24,0.32,0.12,0.56,0.24,0.2,0,0.2,0.32,0.36,0.12
81,Young,74,2,NoInstruction,100,41,59,0.41,25,25,25,25,12,16,8,5,0.48,0.64,0.32,0.2,0.88,0.88,0.8,0.88,11,7,7,0,16,1,6,2,10,7,8,0,10,2,12,1,22,22,20,22,3,3,5,3,0,0,3,0,0,2,0,1,0,0,2,0,2,1,0,2,0,1,0,0,0,0,1,0,0,0.666666667,0,0.333333333,0,0,0.4,0,0.4,0.2,0,0.666666667,0,0.333333333,0,0,47,17,33,3,FALSE,0.056603774,0,2,0,1,0,0.222222222,0,0.066666667,0.234042553,0.340425532,0.212765957,0.212765957,0.411764706,0.058823529,0.411764706,0.117647059,0.212121212,0.181818182,0.242424242,0.363636364,0,0.666666667,0,0.333333333,0.44,0.28,0.28,0,0.64,0.04,0.24,0.08,0.4,0.28,0.32,0,0.4,0.08,0.48,0.04
91,Young,75,2,NoInstruction,100,18,82,0.18,25,25,25,25,7,3,5,3,0.28,0.12,0.2,0.12,0.6,0.6,0.76,0.76,10,6,3,6,6,12,3,4,4,14,2,5,2,13,3,7,15,15,19,19,10,10,6,6,4,0,5,1,0,7,0,2,1,0,3,1,2,0,0,5,0,1,0,0,0.4,0,0.5,0.1,0,0.7,0,0.2,0.1,0,0.5,0.166666667,0.333333333,0,0,0.833333333,0,0.166666667,0,0,22,45,11,22,FALSE,0.282051282,6,4,5,7,0.4,0.210526316,0.238095238,0.304347826,0.454545455,0.272727273,0.181818182,0.090909091,0.133333333,0.266666667,0.311111111,0.288888889,0.272727273,0.272727273,0.181818182,0.272727273,0.272727273,0.181818182,0.227272727,0.318181818,0.4,0.24,0.12,0.24,0.24,0.48,0.12,0.16,0.16,0.56,0.08,0.2,0.08,0.52,0.12,0.28
100,Young,76,2,NoInstruction,100,40,60,0.4,25,25,25,25,6,10,12,12,0.24,0.4,0.48,0.48,0.6,0.68,0.72,0.76,17,3,4,1,17,5,3,0,21,2,1,1,17,8,0,0,15,17,18,19,10,8,7,6,6,0,4,0,0,7,0,1,0,0,4,0,3,0,0,4,0,2,0,0,0.6,0,0.4,0,0,0.875,0,0.125,0,0,0.571428571,0,0.428571429,0,0,0.666666667,0,0.333333333,0,0,72,18,8,2,FALSE,0.071428571,1,0,1,0,0.125,0,0.25,0,0.236111111,0.236111111,0.291666667,0.236111111,0.166666667,0.277777778,0.111111111,0.444444444,0.5,0.375,0.125,0,0.5,0,0.5,0,0.68,0.12,0.16,0.04,0.68,0.2,0.12,0,0.84,0.08,0.04,0.04,0.68,0.32,0,0
